date,pm10,no2,year,month,day,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presmax,presmin,week,season,season_name,estado_trafico,diadelasemana,findesemana
2018-05-26,35.0,4.0,2018,5,26,19.3,0.0,17.7,17.7,6.0,7.2,12.5,4.0,1015.1,1012.5,21,2,Spring,1.8466127318787284,5,1
2018-05-27,37.0,8.0,2018,5,27,20.0,0.0,18.5,18.5,10.0,6.4,12.5,6.1,1013.5,1010.5,21,2,Spring,1.71997585998793,6,1
2018-05-28,41.0,15.0,2018,5,28,20.0,0.0,18.2,18.2,10.0,3.6,10.0,7.5,1015.3,1011.4,22,2,Spring,2.145029374496026,0,0
2018-05-29,40.0,15.0,2018,5,29,20.8,2.1,18.1,18.1,20.0,5.3,11.7,9.5,1015.0,1012.5,22,2,Spring,2.1572781655034894,1,0
2018-05-30,31.0,14.0,2018,5,30,19.7,0.2,18.4,18.4,20.0,4.7,7.8,8.8,1013.8,1011.8,22,2,Spring,2.102597402597403,2,0
2018-05-31,32.0,13.0,2018,5,31,19.6,0.0,16.7,16.7,20.0,2.2,5.3,12.7,1019.4,1013.8,22,2,Spring,2.1975995635570102,3,0
2018-06-01,33.0,12.0,2018,6,1,20.4,0.0,17.7,17.7,99.0,1.9,5.3,10.0,1019.6,1017.9,22,3,Summer,2.200420635902512,4,0
2018-06-02,24.0,15.0,2018,6,2,20.8,0.0,18.1,18.1,8.0,2.5,5.0,5.2,1018.8,1015.7,22,3,Summer,1.8555435774110625,5,1
2018-06-03,16.0,22.0,2018,6,3,18.3,6.8,16.7,16.7,9.0,4.7,13.9,0.0,1016.8,1011.4,22,3,Summer,1.735566963883635,6,1
2018-06-04,13.0,16.0,2018,6,4,18.5,0.0,15.8,15.8,20.0,3.3,8.1,11.9,1013.0,1010.1,23,3,Summer,2.111143781240812,0,0
2018-06-05,17.0,15.0,2018,6,5,20.2,0.0,17.8,17.8,22.0,2.8,7.8,3.5,1010.9,1008.9,23,3,Summer,2.036919938806731,1,0
2018-06-06,20.0,16.0,2018,6,6,19.2,0.2,16.4,16.4,26.0,2.2,10.3,2.7,1015.0,1010.6,23,3,Summer,2.1205209091644424,2,0
2018-06-07,11.0,23.0,2018,6,7,20.6,1.0,16.9,16.9,21.0,2.2,6.4,5.7,1015.5,1013.4,23,3,Summer,2.151744141668575,3,0
2018-06-08,15.0,18.0,2018,6,8,19.6,0.0,17.0,17.0,20.0,3.9,8.6,11.1,1015.4,1012.4,23,3,Summer,2.1334179535998867,4,0
2018-06-09,20.0,13.0,2018,6,9,21.5,0.0,19.1,19.1,22.0,2.5,8.6,8.9,1014.0,1011.1,23,3,Summer,1.860224457076228,5,1
2018-06-10,18.0,19.0,2018,6,10,22.3,0.1,19.8,19.8,10.0,3.9,10.0,6.7,1012.4,1008.9,23,3,Summer,1.7013765729245838,6,1
2018-06-11,19.0,10.0,2018,6,11,23.2,0.0,20.1,20.1,24.0,5.0,12.8,8.6,1011.4,1008.0,24,3,Summer,2.1103107635315905,0,0
2018-06-12,22.0,12.0,2018,6,12,22.3,0.0,18.9,18.9,26.0,5.3,12.5,6.6,1011.4,1008.3,24,3,Summer,2.0632148055728843,1,0
2018-06-13,25.0,16.0,2018,6,13,22.4,0.0,18.2,18.2,22.0,3.6,9.7,11.4,1013.1,1009.7,24,3,Summer,2.053856562922869,2,0
2018-06-14,25.0,18.0,2018,6,14,21.8,0.0,19.2,19.2,34.0,3.9,8.6,11.9,1014.8,1012.1,24,3,Summer,2.1568553930758654,3,0
2018-06-15,27.0,15.0,2018,6,15,21.6,0.0,19.2,19.2,21.0,3.1,6.4,8.3,1015.6,1013.2,24,3,Summer,2.1986375501368816,4,0
2018-06-16,24.0,11.0,2018,6,16,21.6,0.0,19.6,19.6,21.0,3.3,8.6,9.4,1017.3,1014.4,24,3,Summer,1.8326690286389136,5,1
2018-06-17,21.0,17.0,2018,6,17,22.2,0.0,19.6,19.6,18.0,3.1,6.7,10.1,1020.7,1016.9,24,3,Summer,1.7004756913649923,6,1
2018-06-18,20.0,20.0,2018,6,18,23.4,0.0,20.1,20.1,21.0,2.8,8.3,12.5,1020.5,1018.8,25,3,Summer,2.0834725656619657,0,0
2018-06-19,30.0,19.0,2018,6,19,22.6,0.0,19.7,19.7,12.0,4.2,7.8,12.7,1021.3,1018.6,25,3,Summer,2.1944349020955,1,0
2018-06-20,30.0,35.0,2018,6,20,23.4,0.0,20.0,20.0,3.0,1.7,3.9,12.6,1019.4,1017.4,25,3,Summer,2.1127247579529738,2,0
2018-06-21,34.0,26.0,2018,6,21,23.5,0.0,20.4,20.4,21.0,2.8,7.2,12.1,1018.1,1015.4,25,3,Summer,2.167645729778581,3,0
2018-06-22,41.0,14.0,2018,6,22,24.2,0.0,21.8,21.8,99.0,3.3,8.3,12.0,1017.7,1015.6,25,3,Summer,2.1934238643413524,4,0
2018-06-23,30.0,13.0,2018,6,23,23.0,0.0,21.1,21.1,13.0,3.6,6.4,10.0,1019.0,1017.2,25,3,Summer,1.6716465863453815,5,1
2018-06-24,64.0,12.0,2018,6,24,23.6,0.0,21.4,21.4,15.0,2.8,5.6,10.0,1017.8,1015.3,25,3,Summer,1.5715525470797536,6,1
2018-06-25,25.0,13.0,2018,6,25,23.8,0.0,21.7,21.7,11.0,3.9,8.9,12.2,1017.7,1014.9,26,3,Summer,2.0769428223063597,0,0
2018-06-26,22.0,25.0,2018,6,26,24.0,0.0,21.7,21.7,8.0,3.1,5.6,10.4,1018.2,1016.3,26,3,Summer,2.105843528654217,1,0
2018-06-27,32.0,20.0,2018,6,27,25.0,0.0,21.9,21.9,22.0,3.9,11.4,9.8,1017.2,1012.9,26,3,Summer,2.1414767810787425,2,0
2018-06-28,36.0,15.0,2018,6,28,23.6,0.9,21.1,21.1,20.0,3.1,8.3,6.5,1012.9,1009.3,26,3,Summer,2.158847844629617,3,0
2018-06-29,24.0,11.0,2018,6,29,24.0,0.0,20.9,20.9,18.0,2.8,7.2,11.4,1011.7,1010.2,26,3,Summer,2.2205366890765954,4,0
2018-06-30,20.0,11.0,2018,6,30,23.2,0.0,21.1,21.1,9.0,4.2,6.9,11.7,1011.2,1008.6,26,3,Summer,1.8312172232956117,5,1
2018-07-01,23.712691771269174,11.0,2018,7,1,24.1,0.0,21.4,21.4,9.0,3.1,5.8,10.5,1010.7,1008.5,26,3,Summer,1.7150040078699993,6,1
2018-07-02,23.0,15.0,2018,7,2,24.7,0.0,22.0,22.0,13.0,2.8,6.7,8.9,1014.6,1008.9,27,3,Summer,2.0722691402464353,0,0
2018-07-03,31.0,16.0,2018,7,3,25.1,0.0,22.9,22.9,20.0,3.9,8.6,12.2,1015.7,1013.9,27,3,Summer,2.1188845804801586,1,0
2018-07-04,35.0,18.0,2018,7,4,25.0,0.0,22.0,22.0,22.0,2.8,6.4,12.5,1015.4,1011.9,27,3,Summer,2.135559921414538,2,0
2018-07-05,32.0,14.0,2018,7,5,25.0,0.0,22.9,22.9,22.0,5.0,11.4,9.7,1019.5,1013.9,27,3,Summer,2.1363167207313483,3,0
2018-07-06,31.0,15.0,2018,7,6,25.2,0.0,23.0,23.0,18.0,3.9,8.1,11.5,1020.3,1018.3,27,3,Summer,2.1402786573780874,4,0
2018-07-07,32.0,18.0,2018,7,7,24.8,0.0,22.2,22.2,22.0,4.2,11.4,11.9,1019.8,1016.8,27,3,Summer,1.7656365518261126,5,1
2018-07-08,27.0,12.0,2018,7,8,26.8,0.0,23.3,23.3,20.0,3.3,7.2,12.1,1018.9,1016.3,27,3,Summer,1.6372072853425843,6,1
2018-07-09,34.0,21.0,2018,7,9,26.6,0.0,23.2,23.2,14.0,4.7,12.2,11.0,1017.8,1014.2,28,3,Summer,2.067730218645396,0,0
2018-07-10,34.0,21.0,2018,7,10,25.6,0.0,23.2,23.2,22.0,4.4,10.0,12.1,1016.4,1013.2,28,3,Summer,2.07817848410758,1,0
2018-07-11,30.0,15.0,2018,7,11,26.0,0.1,23.1,23.1,18.0,3.3,7.2,8.9,1015.2,1011.8,28,3,Summer,2.141687381196081,2,0
2018-07-12,26.0,13.0,2018,7,12,25.0,0.0,22.8,22.8,9.0,4.7,9.2,11.3,1016.8,1012.8,28,3,Summer,2.14843426679542,3,0
2018-07-13,23.0,20.0,2018,7,13,25.6,0.0,22.5,22.5,99.0,4.2,8.1,5.2,1017.7,1014.7,28,3,Summer,2.1426766790651977,4,0
2018-07-14,28.0,24.0,2018,7,14,26.2,0.0,22.9,22.9,20.0,2.5,6.7,11.9,1016.5,1013.9,28,3,Summer,1.7712916722904577,5,1
2018-07-15,32.0,16.0,2018,7,15,25.8,0.1,22.4,22.4,20.0,2.8,6.4,10.9,1015.3,1011.1,28,3,Summer,1.672079177298384,6,1
2018-07-16,32.0,15.0,2018,7,16,22.9,9.9,19.0,19.0,34.0,4.2,12.5,7.0,1016.1,1008.8,29,3,Summer,2.089270199826238,0,0
2018-07-17,24.0,15.0,2018,7,17,25.6,0.0,22.3,22.3,19.0,2.8,7.8,12.2,1017.7,1015.4,29,3,Summer,2.115606936416185,1,0
2018-07-18,23.0,17.0,2018,7,18,25.4,0.0,22.7,22.7,20.0,2.8,7.2,10.3,1016.3,1012.8,29,3,Summer,2.1411313892316683,2,0
2018-07-19,26.0,19.0,2018,7,19,25.6,0.0,23.1,23.1,23.0,5.0,7.8,11.3,1015.8,1013.2,29,3,Summer,2.1385561061280813,3,0
2018-07-20,28.0,22.0,2018,7,20,25.9,0.0,22.7,22.7,11.0,3.1,6.4,10.5,1014.2,1008.9,29,3,Summer,2.1612804504835355,4,0
2018-07-21,23.0,9.0,2018,7,21,25.1,0.1,22.8,22.8,20.0,4.4,10.3,6.0,1014.8,1011.6,29,3,Summer,1.7504403093651888,5,1
2018-07-22,16.0,9.0,2018,7,22,22.9,3.4,20.4,20.4,23.0,4.2,10.0,5.4,1016.6,1012.9,29,3,Summer,1.6312616366699175,6,1
2018-07-23,17.0,16.0,2018,7,23,24.2,0.0,20.5,20.5,24.0,5.0,10.6,12.5,1016.6,1013.4,30,3,Summer,2.093651744273094,0,0
2018-07-24,20.0,15.0,2018,7,24,25.7,0.0,23.6,23.6,20.0,4.7,10.0,10.9,1014.3,1012.1,30,3,Summer,2.0576820839978733,1,0
2018-07-25,20.0,19.0,2018,7,25,26.2,0.0,22.5,22.5,20.0,3.3,6.4,8.9,1014.9,1012.6,30,3,Summer,2.031392847539661,2,0
2018-07-26,23.712691771269174,12.0,2018,7,26,27.1,0.0,24.9,24.9,20.0,3.9,9.4,12.5,1013.3,1010.9,30,3,Summer,2.0078802206461783,3,0
2018-07-27,28.0,20.0,2018,7,27,26.1,0.0,23.4,23.4,20.0,4.7,10.8,11.5,1013.1,1010.2,30,3,Summer,2.155536282162475,4,0
2018-07-28,30.0,14.0,2018,7,28,26.1,0.0,23.6,23.6,99.0,3.3,7.8,10.2,1014.3,1010.3,30,3,Summer,1.7752449646162218,5,1
2018-07-29,24.0,9.0,2018,7,29,25.8,0.0,23.6,23.6,20.0,3.9,8.6,10.3,1014.2,1011.6,30,3,Summer,1.7410691448546338,6,1
2018-07-30,27.0,12.0,2018,7,30,27.0,0.0,24.3,24.3,20.0,2.2,5.6,12.1,1015.1,1013.6,31,3,Summer,2.0640426084697325,0,0
2018-07-31,28.0,18.0,2018,7,31,27.1,0.0,24.0,24.0,20.0,2.2,5.3,12.4,1015.6,1013.8,31,3,Summer,2.043592330978809,1,0
2018-08-01,35.0,29.0,2018,8,1,28.2,0.0,24.3,24.3,21.0,3.3,8.3,11.1,1016.7,1015.1,31,3,Summer,2.0448354908306365,2,0
2018-08-02,44.0,29.0,2018,8,2,28.8,0.0,26.8,26.8,20.0,3.1,6.4,11.0,1017.0,1015.5,31,3,Summer,1.957180017341426,3,0
2018-08-03,37.0,25.0,2018,8,3,29.7,0.0,27.0,27.0,21.0,1.9,5.0,10.7,1016.3,1014.8,31,3,Summer,1.9701981929466628,4,0
2018-08-04,32.0,23.0,2018,8,4,30.0,0.0,27.1,27.1,10.0,1.9,9.4,11.7,1015.9,1014.4,31,3,Summer,1.559972267159695,5,1
2018-08-05,34.0,14.0,2018,8,5,29.7,0.0,25.9,25.9,99.0,2.2,5.0,10.8,1015.5,1013.7,31,3,Summer,1.5834688114999569,6,1
2018-08-06,32.0,17.0,2018,8,6,28.4,0.0,25.8,25.8,9.0,2.8,5.3,9.4,1015.3,1012.4,32,3,Summer,1.8116457858769928,0,0
2018-08-07,39.0,17.0,2018,8,7,27.8,0.0,25.8,25.8,20.0,4.2,10.0,9.4,1014.6,1011.3,32,3,Summer,1.8085772421349195,1,0
2018-08-08,34.0,12.0,2018,8,8,28.0,0.5,25.8,25.8,10.0,4.4,7.8,7.5,1014.9,1012.2,32,3,Summer,1.8425562299178864,2,0
2018-08-09,24.0,18.0,2018,8,9,26.0,2.9,22.5,22.5,9.0,3.9,11.1,3.3,1020.2,1012.2,32,3,Summer,1.8317914831130693,3,0
2018-08-10,16.0,11.0,2018,8,10,24.6,0.0,21.5,21.5,13.0,4.2,7.2,9.6,1023.5,1020.0,32,3,Summer,1.8153086419753088,4,0
2018-08-11,12.0,15.0,2018,8,11,24.6,0.0,21.8,21.8,11.0,2.8,6.7,11.3,1023.2,1018.4,32,3,Summer,1.6248158200853045,5,1
2018-08-12,17.0,12.0,2018,8,12,26.6,0.0,24.5,24.5,21.0,4.7,11.7,6.3,1018.4,1012.5,32,3,Summer,1.5661694700095208,6,1
2018-08-13,19.0,12.0,2018,8,13,25.6,1.2,23.9,23.9,8.0,4.4,9.7,9.0,1014.4,1011.0,33,3,Summer,1.77379010331702,0,0
2018-08-14,15.0,10.0,2018,8,14,24.5,0.0,22.4,22.4,20.0,4.2,10.0,6.9,1018.0,1014.0,33,3,Summer,1.764763342509546,1,0
2018-08-15,14.0,8.0,2018,8,15,25.0,0.0,23.1,23.1,20.0,3.9,9.4,10.9,1017.9,1015.9,33,3,Summer,1.6025438457892245,2,0
2018-08-16,19.0,13.0,2018,8,16,26.1,0.0,23.8,23.8,21.0,3.9,10.6,10.4,1016.4,1012.8,33,3,Summer,1.7774592742781234,3,0
2018-08-17,17.0,16.0,2018,8,17,23.8,25.8,18.5,18.5,9.0,2.8,17.8,4.1,1018.4,1014.1,33,3,Summer,1.8074906367041201,4,0
2018-08-18,11.0,13.0,2018,8,18,23.6,0.0,19.9,19.9,34.0,3.3,7.2,9.9,1019.6,1017.6,33,3,Summer,1.655599259602036,5,1
2018-08-19,13.0,15.0,2018,8,19,25.7,0.0,22.3,22.3,20.0,3.1,7.8,12.1,1019.5,1017.8,33,3,Summer,1.5706859532150526,6,1
2018-08-20,17.0,18.0,2018,8,20,26.2,0.0,23.6,23.6,21.0,2.5,7.5,12.0,1017.9,1015.2,34,3,Summer,1.7390365448504983,0,0
2018-08-21,22.0,23.0,2018,8,21,26.0,0.0,22.7,22.7,21.0,3.6,8.9,10.1,1016.8,1014.1,34,3,Summer,1.730352863399719,1,0
2018-08-22,19.0,14.0,2018,8,22,27.0,0.0,22.9,22.9,3.0,1.9,5.0,11.6,1016.2,1014.5,34,3,Summer,1.7490353008432185,2,0
2018-08-23,24.0,21.0,2018,8,23,25.8,0.0,23.0,23.0,19.0,3.3,7.8,9.6,1015.9,1013.4,34,3,Summer,1.7472984871528057,3,0
2018-08-24,24.0,12.0,2018,8,24,26.0,0.0,22.9,22.9,10.0,3.1,7.8,10.4,1015.7,1013.6,34,3,Summer,1.7829342484985569,4,0
2018-08-25,19.0,5.0,2018,8,25,24.0,0.0,22.0,22.0,15.0,4.4,10.0,4.5,1015.6,1013.3,34,3,Summer,1.559752164318452,5,1
2018-08-26,18.0,8.0,2018,8,26,22.4,0.0,20.7,20.7,21.0,4.4,10.8,4.9,1016.9,1013.6,34,3,Summer,1.5147058823529411,6,1
2018-08-27,22.0,13.0,2018,8,27,24.8,0.0,21.9,21.9,13.0,3.9,6.9,7.7,1017.1,1014.5,35,3,Summer,1.8134744789102248,0,0
2018-08-28,24.0,15.0,2018,8,28,25.9,0.6,23.7,23.7,24.0,4.7,12.8,8.0,1017.0,1012.7,35,3,Summer,1.836681108047788,1,0
2018-08-29,22.0,11.0,2018,8,29,25.5,1.2,23.5,23.5,26.0,2.8,11.1,5.6,1018.6,1013.6,35,3,Summer,1.8626637698334318,2,0
2018-08-30,21.0,15.0,2018,8,30,25.4,29.6,22.9,22.9,22.0,4.2,10.8,8.5,1018.8,1017.2,35,3,Summer,1.8691483734461785,3,0
2018-08-31,19.0,9.0,2018,8,31,22.1,0.3,20.1,20.1,12.0,3.3,12.5,0.3,1019.5,1016.6,35,3,Summer,1.9404161819826808,4,0
2018-09-01,14.0,12.0,2018,9,1,23.8,1.4,22.3,22.3,12.0,2.5,8.9,0.8,1019.2,1017.3,35,4,Autumn,1.6841837845684835,5,1
2018-09-02,12.0,8.0,2018,9,2,24.2,0.0,21.5,21.5,8.0,4.4,8.6,5.6,1018.2,1013.8,35,4,Autumn,1.6640468895697351,6,1
2018-09-03,14.0,13.0,2018,9,3,24.8,0.0,22.6,22.6,8.0,4.2,9.4,5.2,1014.5,1009.8,36,4,Autumn,1.991883331133694,0,0
2018-09-04,18.0,12.0,2018,9,4,24.8,0.0,22.7,22.7,12.0,5.0,8.9,8.5,1013.8,1011.2,36,4,Autumn,2.000888296691095,1,0
2018-09-05,20.0,13.0,2018,9,5,23.8,83.9,21.4,21.4,8.0,3.6,7.5,5.5,1014.9,1011.8,36,4,Autumn,2.030267753201397,2,0
2018-09-06,17.0,15.0,2018,9,6,22.4,2.0,18.9,18.9,26.0,3.6,13.9,8.5,1014.8,1010.2,36,4,Autumn,2.0899213850366576,3,0
2018-09-07,8.0,18.0,2018,9,7,22.8,1.3,20.1,20.1,20.0,4.2,8.9,9.4,1017.7,1014.3,36,4,Autumn,2.078582030908932,4,0
2018-09-08,8.0,14.0,2018,9,8,23.6,0.0,20.4,20.4,13.0,3.1,6.1,6.3,1019.0,1017.1,36,4,Autumn,1.7117446808510641,5,1
2018-09-09,9.0,11.0,2018,9,9,24.4,0.0,21.9,21.9,12.0,3.1,6.9,3.4,1020.6,1017.8,36,4,Autumn,1.5758517367661746,6,1
2018-09-10,8.0,20.0,2018,9,10,23.0,0.0,21.3,21.3,99.0,1.9,4.4,0.0,1023.2,1018.9,37,4,Autumn,1.8998688954441167,0,0
2018-09-11,10.0,16.0,2018,9,11,24.6,0.0,20.6,20.6,11.0,2.8,5.8,9.0,1024.8,1021.7,37,4,Autumn,1.7807558295363173,1,0
2018-09-12,9.0,19.0,2018,9,12,22.8,16.7,19.0,19.0,27.0,2.2,16.1,4.9,1023.0,1017.9,37,4,Autumn,2.124364191251272,2,0
2018-09-13,28.0,20.0,2018,9,13,23.2,0.0,20.2,20.2,22.0,4.2,10.8,10.5,1018.6,1016.4,37,4,Autumn,2.16320933830251,3,0
2018-09-14,28.0,17.0,2018,9,14,23.8,0.0,20.9,20.9,23.0,3.3,8.6,9.5,1019.7,1016.7,37,4,Autumn,2.1705166224442016,4,0
2018-09-15,15.0,13.0,2018,9,15,24.1,0.6,21.5,21.5,99.0,2.8,5.8,0.3,1021.3,1019.3,37,4,Autumn,1.7332269786404324,5,1
2018-09-16,10.0,14.0,2018,9,16,23.9,0.1,21.3,21.3,20.0,2.2,6.4,7.0,1021.0,1019.1,37,4,Autumn,1.6855779879035693,6,1
2018-09-17,11.0,13.0,2018,9,17,24.4,2.9,21.4,21.4,35.0,3.9,6.9,9.7,1020.1,1016.8,38,4,Autumn,2.0787841191067,0,0
2018-09-18,10.0,20.0,2018,9,18,22.6,2.6,19.5,19.5,10.0,3.6,9.4,1.6,1018.3,1015.7,38,4,Autumn,2.168807595643675,1,0
2018-09-19,14.0,16.0,2018,9,19,23.4,0.0,20.4,20.4,14.0,2.2,5.8,10.4,1020.8,1017.9,38,4,Autumn,2.043129913889929,2,0
2018-09-20,24.0,31.0,2018,9,20,25.2,0.0,22.2,22.2,99.0,3.6,6.7,11.0,1020.1,1016.4,38,4,Autumn,2.117356485293017,3,0
2018-09-21,31.0,28.0,2018,9,21,25.0,0.0,21.6,21.6,9.0,3.3,8.6,10.4,1020.2,1015.1,38,4,Autumn,2.1600672268907557,4,0
2018-09-22,30.0,23.0,2018,9,22,24.8,0.0,21.9,21.9,23.0,3.3,9.2,9.5,1021.9,1019.6,38,4,Autumn,1.8207744215938304,5,1
2018-09-23,28.0,23.0,2018,9,23,24.8,0.0,21.9,21.9,24.0,3.9,9.2,9.8,1022.1,1018.4,38,4,Autumn,1.6638722202612073,6,1
2018-09-24,23.0,13.0,2018,9,24,23.8,0.0,21.8,21.8,13.0,3.9,8.1,1.9,1022.7,1018.9,39,4,Autumn,1.6310958118187031,0,0
2018-09-25,22.0,12.0,2018,9,25,21.5,0.0,18.5,18.5,9.0,7.2,15.8,9.0,1027.5,1022.7,39,4,Autumn,2.1094158953080115,1,0
2018-09-26,38.0,8.0,2018,9,26,20.4,0.0,18.3,18.3,8.0,9.2,14.4,7.7,1031.3,1027.5,39,4,Autumn,2.1002046384720328,2,0
2018-09-27,31.0,19.0,2018,9,27,19.7,0.0,16.2,16.2,13.0,3.6,6.1,10.4,1031.1,1022.8,39,4,Autumn,2.1356269018195366,3,0
2018-09-28,39.0,37.0,2018,9,28,22.0,0.0,16.7,16.7,23.0,3.3,8.9,10.9,1022.8,1015.4,39,4,Autumn,2.230963623063111,4,0
2018-09-29,39.0,18.0,2018,9,29,21.5,0.0,18.4,18.4,10.0,5.3,10.0,10.5,1017.7,1014.4,39,4,Autumn,1.9028207774337804,5,1
2018-09-30,27.0,20.0,2018,9,30,23.0,0.0,19.6,19.6,22.0,5.0,11.4,8.3,1017.5,1014.9,39,4,Autumn,1.7003312595944091,6,1
2018-10-01,27.0,15.0,2018,10,1,21.4,0.0,18.2,18.2,11.0,4.4,9.7,6.7,1018.1,1014.8,40,4,Autumn,2.0690977548459077,0,0
2018-10-02,40.0,21.0,2018,10,2,19.9,0.0,15.0,15.0,35.0,3.9,9.2,10.3,1020.8,1017.1,40,4,Autumn,2.1630291692648798,1,0
2018-10-03,56.0,30.0,2018,10,3,20.4,0.0,16.1,16.1,23.0,3.6,9.7,10.7,1021.8,1019.6,40,4,Autumn,2.1165826843792948,2,0
2018-10-04,43.0,19.0,2018,10,4,20.6,0.0,16.5,16.5,10.0,3.1,10.6,10.8,1021.5,1019.2,40,4,Autumn,2.1334872090786687,3,0
2018-10-05,32.0,22.0,2018,10,5,20.8,0.0,17.5,17.5,99.0,3.3,5.6,10.3,1020.4,1016.3,40,4,Autumn,2.183798242262132,4,0
2018-10-06,36.0,19.0,2018,10,6,20.8,0.0,17.5,17.5,24.0,3.9,10.6,5.8,1016.8,1011.2,40,4,Autumn,1.84998022933966,5,1
2018-10-07,29.0,12.0,2018,10,7,18.4,0.2,14.3,14.3,9.0,4.2,12.2,4.7,1017.0,1009.8,40,4,Autumn,1.7193737095664143,6,1
2018-10-08,17.0,15.0,2018,10,8,17.4,2.2,14.6,14.6,13.0,1.9,8.1,1.6,1017.6,1014.5,41,4,Autumn,2.1159690920798453,0,0
2018-10-09,18.0,16.0,2018,10,9,18.6,12.5,15.9,15.9,9.0,7.5,16.7,1.5,1015.5,1011.2,41,4,Autumn,2.1624574347332577,1,0
2018-10-10,13.0,25.0,2018,10,10,19.5,3.8,16.9,16.9,8.0,5.3,12.2,5.3,1011.6,1008.2,41,4,Autumn,2.176887801895445,2,0
2018-10-11,25.0,20.0,2018,10,11,20.6,0.0,17.0,17.0,21.0,3.3,10.3,7.6,1018.2,1010.7,41,4,Autumn,2.195494522450239,3,0
2018-10-12,32.0,21.0,2018,10,12,21.0,0.0,17.8,17.8,21.0,2.5,5.8,4.8,1022.5,1018.0,41,4,Autumn,1.6927382217499114,4,0
2018-10-13,26.0,11.0,2018,10,13,21.4,4.5,19.5,19.5,18.0,1.4,3.9,2.6,1021.4,1014.6,41,4,Autumn,1.7111600293509441,5,1
2018-10-14,24.0,17.0,2018,10,14,21.4,9.4,19.0,19.0,13.0,6.9,22.5,4.6,1014.6,1002.4,41,4,Autumn,1.6617012936103488,6,1
2018-10-15,30.0,16.0,2018,10,15,19.9,0.0,16.8,16.8,14.0,1.9,20.0,4.8,1011.7,1002.4,42,4,Autumn,2.0812789172018507,0,0
2018-10-16,17.0,17.0,2018,10,16,19.1,0.0,15.5,15.5,9.0,5.3,9.2,8.8,1017.1,1011.6,42,4,Autumn,2.095203854174157,1,0
2018-10-17,13.0,16.0,2018,10,17,19.5,0.0,16.4,16.4,10.0,5.3,12.5,5.4,1016.4,1010.0,42,4,Autumn,2.1056936143441334,2,0
