date;date;pm10;pm25;o3;no2;so2
2019-12-29;2019-12-29;;55.0;;;
2019-12-31;2019-12-31;35.5;;5.0;28.5;4.0
2020-01-01;2020-01-01;28.0;98.0;4.0;28.0;6.0
2020-01-02;2020-01-02;45.0;74.0;1.0;32.0;5.5
2020-01-03;2020-01-03;10.0;110.0;19.0;17.0;2.5
2020-01-04;2020-01-04;13.0;31.0;11.0;22.0;3.5
2020-01-05;2020-01-05;19.0;38.0;8.0;25.0;4.0
2020-01-06;2020-01-06;31.0;60.0;2.0;38.5;5.5
2020-01-07;2020-01-07;35.0;75.5;5.0;45.0;6.0
2020-01-08;2020-01-08;31.5;76.0;8.0;38.0;4.5
2020-01-09;2020-01-09;13.5;73.0;28.0;21.5;2.0
2020-01-10;2020-01-10;10.5;37.0;19.0;24.5;3.0
2020-01-11;2020-01-11;25.0;30.0;9.0;32.5;3.5
2020-01-12;2020-01-12;32.5;71.0;10.0;36.5;4.5
2020-01-13;2020-01-13;29.5;81.5;15.0;32.5;3.0
2020-01-14;2020-01-14;33.0;77.5;3.0;37.0;3.0
2020-01-15;2020-01-15;33.0;80.0;13.0;31.5;3.0
2020-01-16;2020-01-16;15.0;73.5;25.0;21.5;2.0
2020-01-17;2020-01-17;12.0;39.5;20.0;24.0;2.0
2020-01-18;2020-01-18;6.0;44.0;27.0;12.0;2.0
2020-01-19;2020-01-19;7.5;17.5;25.0;12.5;2.0
2020-01-20;2020-01-20;6.0;16.5;23.0;12.0;2.0
2020-01-21;2020-01-21;18.0;16.0;23.0;18.5;2.5
2020-01-22;2020-01-22;47.0;37.0;19.0;19.5;2.0
2020-01-23;2020-01-23;32.0;68.0;16.0;20.0;1.5
2020-01-24;2020-01-24;16.5;56.0;18.0;16.5;2.0
2020-01-25;2020-01-25;12.0;44.5;21.0;17.0;2.0
2020-01-26;2020-01-26;12.5;43.5;21.0;20.5;2.0
2020-01-27;2020-01-27;7.5;40.0;21.0;11.0;2.0
2020-01-28;2020-01-28;10.0;18.5;20.0;12.5;2.0
2020-01-29;2020-01-29;12.0;22.0;23.0;14.5;2.0
2020-01-30;2020-01-30;9.0;32.5;22.0;13.5;2.0
2020-01-31;2020-01-31;6.0;24.0;20.0;9.0;2.0
2020-02-01;2020-02-01;14.0;19.0;11.0;15.0;
2020-02-02;2020-02-02;37.0;44.5;8.0;21.5;4.0
2020-02-03;2020-02-03;43.0;72.5;13.0;28.5;5.5
2020-02-04;2020-02-04;11.0;77.5;23.0;25.5;3.0
2020-02-05;2020-02-05;22.5;27.5;12.0;28.0;2.5
2020-02-06;2020-02-06;27.5;52.5;14.0;25.5;2.0
2020-02-07;2020-02-07;32.0;64.0;17.0;24.5;2.0
2020-02-08;2020-02-08;21.5;73.5;17.0;18.5;2.0
2020-02-09;2020-02-09;19.5;60.0;12.0;23.5;2.0
2020-02-10;2020-02-10;33.5;55.5;3.0;25.5;2.0
2020-02-11;2020-02-11;30.5;83.0;1.0;22.5;1.5
2020-02-12;2020-02-12;22.0;79.5;15.0;19.0;2.0
2020-02-13;2020-02-13;26.5;60.0;9.0;22.5;2.0
2020-02-14;2020-02-14;26.5;66.5;19.0;22.0;2.0
2020-02-15;2020-02-15;21.0;69.0;23.0;19.5;2.0
2020-02-16;2020-02-16;13.5;62.0;13.0;18.0;2.0
2020-02-17;2020-02-17;13.5;44.0;16.0;20.0;2.5
2020-02-18;2020-02-18;13.0;35.5;23.0;21.0;2.5
2020-02-19;2020-02-19;25.0;33.5;12.0;34.0;3.5
2020-02-20;2020-02-20;23.0;56.0;22.0;32.0;2.5
2020-02-21;2020-02-21;25.0;47.0;21.0;32.5;3.0
2020-02-22;2020-02-22;17.5;55.0;29.0;26.5;2.5
2020-02-23;2020-02-23;22.5;44.5;26.0;31.0;2.5
2020-02-24;2020-02-24;21.0;52.0;28.0;27.0;3.0
2020-02-25;2020-02-25;10.5;49.0;29.0;11.5;2.0
2020-02-26;2020-02-26;57.5;22.5;26.0;14.5;2.0
2020-02-27;2020-02-27;56.5;58.5;21.0;26.5;2.5
2020-02-28;2020-02-28;38.0;75.5;29.0;11.0;2.0
2020-02-29;2020-02-29;8.5;51.0;26.0;5.5;2.0
2020-03-01;2020-03-01;6.5;19.5;30.0;7.0;2.0
2020-03-02;2020-03-02;10.0;16.5;21.0;13.0;1.0
2020-03-03;2020-03-03;8.5;26.5;23.0;11.0;2.0
2020-03-04;2020-03-04;9.5;23.5;32.0;9.5;2.0
2020-03-05;2020-03-05;6.0;22.5;31.0;10.5;2.0
2020-03-06;2020-03-06;9.0;14.5;30.0;16.5;2.0
2020-03-07;2020-03-07;11.5;21.5;26.0;18.0;2.5
2020-03-08;2020-03-08;10.5;37.0;30.0;17.0;2.5
2020-03-09;2020-03-09;19.0;27.5;26.0;32.5;2.5
2020-03-10;2020-03-10;25.0;49.0;20.0;31.0;2.5
2020-03-11;2020-03-11;23.0;56.5;21.0;27.0;2.5
2020-03-12;2020-03-12;21.0;51.0;31.0;20.0;2.0
2020-03-13;2020-03-13;15.5;55.5;38.0;10.0;2.0
2020-03-14;2020-03-14;14.0;42.5;32.0;6.5;2.0
2020-03-15;2020-03-15;6.0;38.0;25.0;8.0;2.5
2020-03-16;2020-03-16;6.5;19.0;30.0;9.0;2.0
2020-03-17;2020-03-17;22.0;21.5;22.0;15.0;2.5
2020-03-18;2020-03-18;21.0;50.0;33.0;10.0;2.5
2020-03-19;2020-03-19;30.0;46.0;28.0;5.5;1.5
2020-03-20;2020-03-20;12.5;46.0;27.0;6.0;1.5
2020-03-21;2020-03-21;6.0;32.5;29.0;4.5;2.0
2020-03-22;2020-03-22;6.0;18.5;27.0;9.0;2.0
2020-03-23;2020-03-23;9.0;21.5;27.0;6.5;2.5
2020-03-24;2020-03-24;13.5;26.5;31.0;8.0;1.0
2020-03-25;2020-03-25;10.5;34.5;35.0;12.0;2.0
2020-03-26;2020-03-26;10.5;30.5;34.0;6.5;2.0
2020-03-27;2020-03-27;7.5;37.5;37.0;7.5;2.0
2020-03-28;2020-03-28;9.0;27.5;14.0;16.5;2.0
2020-03-29;2020-03-29;8.0;33.0;;6.0;
2020-03-30;2020-03-30;4.0;26.0;;13.0;
2020-03-31;2020-03-31;7.0;17.0;30.0;9.5;2.0
2020-04-01;2020-04-01;7.5;25.0;29.0;10.0;2.0
2020-04-02;2020-04-02;9.0;25.5;36.0;9.0;2.0
2020-04-03;2020-04-03;9.0;28.5;34.0;7.5;2.0
2020-04-04;2020-04-04;10.5;30.0;34.0;4.0;2.0
2020-04-05;2020-04-05;8.0;34.0;26.0;6.0;2.0
2020-04-06;2020-04-06;7.5;27.0;23.0;7.5;1.5
2020-04-07;2020-04-07;13.5;28.0;30.0;8.5;2.5
2020-04-08;2020-04-08;12.5;43.5;29.0;7.0;2.0
2020-04-09;2020-04-09;10.5;41.5;22.0;4.0;2.0
2020-04-10;2020-04-10;11.0;41.5;29.0;3.0;3.0
2020-04-11;2020-04-11;12.5;39.0;38.0;3.0;3.0
2020-04-12;2020-04-12;12.0;43.0;35.0;6.5;2.0
2020-04-13;2020-04-13;11.0;45.0;27.0;9.0;2.0
2020-04-14;2020-04-14;7.5;41.5;30.0;6.5;2.0
2020-04-15;2020-04-15;8.5;24.5;27.0;7.0;1.0
2020-04-16;2020-04-16;9.0;26.5;30.0;7.5;1.5
2020-04-17;2020-04-17;10.5;24.5;38.0;7.0;2.0
2020-04-18;2020-04-18;6.0;32.0;38.0;4.0;2.0
2020-04-19;2020-04-19;9.5;23.0;29.0;8.0;2.0
2020-04-20;2020-04-20;5.5;26.5;31.0;5.0;2.0
2020-04-21;2020-04-21;7.0;16.5;34.0;8.0;2.0
2020-04-22;2020-04-22;9.5;21.0;31.0;6.5;2.0
2020-04-23;2020-04-23;9.5;32.0;34.0;6.5;1.5
2020-04-24;2020-04-24;11.0;33.5;39.0;3.5;1.0
2020-04-25;2020-04-25;13.0;34.5;33.0;2.0;1.5
2020-04-26;2020-04-26;9.0;36.5;34.0;4.5;2.0
2020-04-27;2020-04-27;8.0;26.0;31.0;4.5;2.5
2020-04-28;2020-04-28;8.0;24.0;30.0;6.0;2.0
2020-04-29;2020-04-29;8.5;21.0;31.0;3.0;2.0
2020-04-30;2020-04-30;7.5;24.0;27.0;1.0;2.0
2020-05-01;2020-05-01;9.0;20.0;25.0;3.5;2.5
2020-05-02;2020-05-02;11.0;27.0;33.0;6.0;1.5
2020-05-03;2020-05-03;22.5;33.5;32.0;7.0;1.5
2020-05-04;2020-05-04;8.0;46.5;37.0;4.5;2.0
2020-05-05;2020-05-05;11.0;20.5;45.0;10.5;2.5
2020-05-06;2020-05-06;20.0;27.5;35.0;7.0;2.0
2020-05-07;2020-05-07;14.0;38.0;42.0;4.5;1.5
2020-05-08;2020-05-08;16.0;32.0;38.0;2.5;2.0
2020-05-09;2020-05-09;6.5;43.5;31.0;1.0;2.0
2020-05-10;2020-05-10;5.5;16.5;29.0;3.0;1.5
2020-05-11;2020-05-11;8.0;16.0;32.0;7.0;2.0
2020-05-12;2020-05-12;8.0;25.0;35.0;5.0;1.5
2020-05-13;2020-05-13;7.0;24.5;33.0;8.0;2.0
2020-05-14;2020-05-14;6.0;22.0;30.0;5.0;2.0
2020-05-15;2020-05-15;7.0;19.0;31.0;3.0;1.0
2020-05-16;2020-05-16;11.0;23.0;39.0;2.5;2.0
2020-05-17;2020-05-17;11.0;33.0;42.0;9.5;1.5
2020-05-18;2020-05-18;10.5;32.5;43.0;9.0;1.5
2020-05-19;2020-05-19;10.5;33.0;42.0;9.0;1.5
2020-05-20;2020-05-20;13.0;31.0;50.0;11.5;2.0
2020-05-21;2020-05-21;20.0;36.5;45.0;9.5;2.5
2020-05-22;2020-05-22;17.5;54.0;44.0;6.0;2.0
2020-05-23;2020-05-23;14.0;50.0;42.0;2.0;2.5
2020-05-24;2020-05-24;19.0;37.0;33.0;7.0;2.5
2020-05-25;2020-05-25;11.5;45.0;34.0;6.0;2.0
2020-05-26;2020-05-26;14.0;33.5;38.0;6.5;2.5
2020-05-27;2020-05-27;13.5;34.0;40.0;6.0;2.5
2020-05-28;2020-05-28;15.5;36.0;47.0;10.0;2.5
2020-05-29;2020-05-29;17.5;42.5;51.0;9.0;3.0
2020-05-30;2020-05-30;17.5;44.5;45.0;5.0;2.0
2020-05-31;2020-05-31;16.0;47.0;44.0;9.0;2.5
2020-06-01;2020-06-01;23.0;44.0;42.0;11.5;2.5
2020-06-02;2020-06-02;24.0;56.0;33.0;10.0;3.0
2020-06-03;2020-06-03;15.0;51.0;37.0;7.0;2.0
2020-06-04;2020-06-04;11.0;41.0;35.0;7.5;2.0
2020-06-05;2020-06-05;14.5;29.0;33.0;4.0;2.0
2020-06-06;2020-06-06;11.0;38.0;28.0;3.5;3.0
2020-06-07;2020-06-07;7.5;32.0;32.0;5.0;2.0
2020-06-08;2020-06-08;7.0;18.5;35.0;6.0;2.0
2020-06-09;2020-06-09;10.0;22.0;37.0;8.0;2.0
2020-06-10;2020-06-10;17.0;26.0;35.0;8.0;3.0
2020-06-11;2020-06-11;11.0;32.0;28.0;5.0;2.0
2020-06-12;2020-06-12;8.0;19.0;38.0;4.5;2.0
2020-06-13;2020-06-13;11.0;24.0;37.0;5.5;2.0
2020-06-14;2020-06-14;12.0;29.0;34.0;8.5;2.5
2020-06-15;2020-06-15;8.0;31.0;28.0;6.0;2.0
2020-06-16;2020-06-16;10.0;18.0;32.0;7.0;2.0
2020-06-17;2020-06-17;12.0;27.0;34.0;8.5;3.0
2020-06-18;2020-06-18;17.0;27.0;38.0;8.5;2.0
2020-06-19;2020-06-19;14.0;42.0;39.0;10.5;2.0
2020-06-20;2020-06-20;15.0;37.0;42.0;9.5;2.5
2020-06-21;2020-06-21;19.0;39.0;62.0;12.5;3.0
2020-06-22;2020-06-22;24.0;45.0;106.0;14.5;2.5
2020-06-23;2020-06-23;26.0;53.0;38.0;14.0;2.0
2020-06-24;2020-06-24;26.0;51.5;46.0;10.0;2.5
2020-06-25;2020-06-25;22.0;54.0;36.0;10.0;2.0
2020-06-26;2020-06-26;12.0;43.0;35.0;7.0;2.5
2020-06-27;2020-06-27;11.0;33.0;36.0;5.5;2.5
2020-06-28;2020-06-28;16.0;28.0;42.0;13.0;2.5
2020-06-29;2020-06-29;25.0;41.0;45.0;11.5;2.5
2020-06-30;2020-06-30;21.0;56.0;33.0;12.0;2.5
2020-07-01;2020-07-01;14.0;49.0;29.0;10.5;2.5
2020-07-02;2020-07-02;12.0;29.0;46.0;6.5;3.0
2020-07-03;2020-07-03;11.0;26.0;58.0;5.5;2.5
2020-07-04;2020-07-04;13.0;27.0;52.0;4.5;3.0
2020-07-05;2020-07-05;16.0;30.0;41.0;8.0;3.0
2020-07-06;2020-07-06;19.0;36.0;44.0;11.5;2.5
2020-07-07;2020-07-07;40.0;41.0;34.0;12.5;2.5
2020-07-08;2020-07-08;27.5;61.0;43.0;7.0;3.0
2020-07-09;2020-07-09;20.0;51.5;74.0;10.5;3.0
2020-07-10;2020-07-10;23.0;41.5;49.0;7.0;3.5
2020-07-11;2020-07-11;26.0;53.0;43.0;3.5;3.0
2020-07-12;2020-07-12;18.5;56.5;46.0;7.5;3.5
2020-07-13;2020-07-13;19.5;41.0;45.0;8.5;2.5
2020-07-14;2020-07-14;17.0;42.0;45.0;8.0;2.5
2020-07-15;2020-07-15;14.0;38.0;56.0;10.0;3.0
2020-07-16;2020-07-16;12.0;33.0;49.0;8.0;3.0
2020-07-17;2020-07-17;16.0;25.0;57.0;7.5;3.5
2020-07-18;2020-07-18;20.0;35.5;55.0;10.0;3.5
2020-07-19;2020-07-19;40.0;46.5;39.0;16.0;4.0
2020-07-20;2020-07-20;36.0;60.5;44.0;13.0;4.0
2020-07-21;2020-07-21;26.0;63.0;59.0;11.5;4.0
2020-07-22;2020-07-22;25.5;54.0;64.0;16.5;4.5
2020-07-23;2020-07-23;24.0;55.0;53.0;12.5;4.5
2020-07-24;2020-07-24;19.5;53.5;55.0;6.0;4.5
2020-07-25;2020-07-25;21.0;46.5;56.0;12.5;4.0
2020-07-26;2020-07-26;27.5;57.0;52.0;15.5;4.5
2020-07-27;2020-07-27;34.0;56.5;47.0;15.5;3.0
2020-07-28;2020-07-28;28.5;62.5;55.0;14.5;4.0
2020-07-29;2020-07-29;36.0;56.5;39.0;9.5;3.0
2020-07-30;2020-07-30;26.0;56.0;49.0;16.5;3.5
2020-07-31;2020-07-31;17.5;50.5;44.0;15.0;5.0
2020-08-01;2020-08-01;18.0;45.5;45.0;5.5;3.0
2020-08-02;2020-08-02;9.0;50.0;37.0;5.5;2.5
2020-08-03;2020-08-03;11.0;20.0;49.0;6.5;3.0
2020-08-04;2020-08-04;16.5;23.5;52.0;11.0;3.5
2020-08-05;2020-08-05;28.5;36.5;45.0;15.5;3.5
2020-08-06;2020-08-06;26.0;52.5;46.0;11.0;3.0
2020-08-07;2020-08-07;26.0;45.0;40.0;14.0;3.0
2020-08-08;2020-08-08;30.5;48.5;42.0;11.0;3.5
2020-08-09;2020-08-09;32.0;54.5;32.0;13.5;3.0
2020-08-10;2020-08-10;23.5;59.0;23.0;10.5;2.5
2020-08-11;2020-08-11;15.5;52.0;41.0;9.0;2.0
2020-08-12;2020-08-12;18.0;37.5;48.0;13.0;2.5
2020-08-13;2020-08-13;18.0;45.5;57.0;15.5;2.5
2020-08-14;2020-08-14;10.0;47.5;36.0;6.0;2.0
2020-08-15;2020-08-15;8.5;28.0;35.0;4.5;2.5
2020-08-16;2020-08-16;11.0;24.0;31.0;7.5;2.0
2020-08-17;2020-08-17;12.5;27.0;28.0;9.5;2.0
2020-08-18;2020-08-18;14.0;29.5;30.0;12.0;2.5
2020-08-19;2020-08-19;18.0;37.0;36.0;16.0;3.0
2020-08-20;2020-08-20;12.0;38.0;20.0;7.0;2.5
2020-08-21;2020-08-21;11.5;31.5;39.0;6.0;2.5
2020-08-22;2020-08-22;12.0;35.5;46.0;7.5;3.0
2020-08-23;2020-08-23;17.5;32.5;50.0;10.0;3.0
2020-08-24;2020-08-24;22.5;40.0;52.0;15.0;3.5
2020-08-25;2020-08-25;24.0;52.5;51.0;20.5;3.5
2020-08-26;2020-08-26;23.5;54.0;47.0;19.5;3.0
2020-08-27;2020-08-27;16.0;48.5;36.0;10.0;3.0
2020-08-28;2020-08-28;10.0;38.0;26.0;3.0;3.0
2020-08-29;2020-08-29;6.0;20.0;29.0;2.5;2.5
2020-08-30;2020-08-30;9.5;16.0;38.0;10.0;3.0
2020-08-31;2020-08-31;20.0;23.0;38.0;24.0;3.0
2020-09-01;2020-09-01;16.0;38.0;44.0;15.5;2.5
2020-09-02;2020-09-02;17.5;34.0;51.0;19.5;3.0
2020-09-03;2020-09-03;23.0;38.5;44.0;22.0;3.0
2020-09-04;2020-09-04;19.0;44.0;48.0;22.0;3.0
2020-09-05;2020-09-05;18.5;42.0;45.0;9.0;3.0
2020-09-06;2020-09-06;17.0;41.5;29.0;7.5;2.5
2020-09-07;2020-09-07;13.0;33.5;33.0;9.0;2.5
2020-09-08;2020-09-08;17.0;24.5;43.0;19.0;3.0
2020-09-09;2020-09-09;16.0;32.0;45.0;15.0;4.0
2020-09-10;2020-09-10;17.5;36.0;64.0;18.0;3.5
2020-09-11;2020-09-11;18.0;40.0;56.0;16.0;3.5
2020-09-12;2020-09-12;18.5;39.5;40.0;10.0;2.5
2020-09-13;2020-09-13;19.0;39.5;37.0;8.0;4.0
2020-09-14;2020-09-14;25.0;32.0;41.0;12.5;2.0
2020-09-15;2020-09-15;25.0;53.0;36.0;17.0;2.5
2020-09-16;2020-09-16;22.0;52.0;24.0;13.5;2.0
2020-09-17;2020-09-17;14.0;54.0;13.0;14.5;2.5
2020-09-18;2020-09-18;7.0;33.0;25.0;6.0;3.0
2020-09-19;2020-09-19;9.0;21.0;31.0;6.0;2.5
2020-09-20;2020-09-20;14.0;22.0;39.0;13.0;3.0
2020-09-21;2020-09-21;13.5;36.5;37.0;16.5;3.0
2020-09-22;2020-09-22;11.5;34.0;29.0;12.5;2.5
2020-09-23;2020-09-23;10.0;32.0;33.0;10.0;2.5
2020-09-24;2020-09-24;8.0;35.5;32.0;7.5;2.5
2020-09-25;2020-09-25;7.0;19.0;31.0;8.5;2.5
2020-09-26;2020-09-26;5.0;20.5;33.0;5.5;2.5
2020-09-27;2020-09-27;14.5;17.5;32.0;24.0;3.0
2020-09-28;2020-09-28;19.0;31.0;37.0;29.5;3.0
2020-09-29;2020-09-29;20.0;42.0;46.0;27.0;3.5
2020-09-30;2020-09-30;13.0;44.0;34.0;15.5;2.5
2020-10-01;2020-10-01;7.5;32.0;30.0;8.5;5.0
2020-10-02;2020-10-02;6.5;18.0;31.0;5.5;3.0
2020-10-03;2020-10-03;9.0;17.0;28.0;6.0;3.0
2020-10-04;2020-10-04;9.0;23.5;30.0;11.5;2.0
2020-10-05;2020-10-05;14.0;19.0;24.0;21.0;2.0
2020-10-06;2020-10-06;17.5;30.5;27.0;24.5;3.0
2020-10-07;2020-10-07;18.5;42.0;26.0;27.5;1.0
2020-10-08;2020-10-08;20.5;44.5;37.0;28.0;
2020-10-09;2020-10-09;16.0;49.0;33.0;11.5;
2020-10-10;2020-10-10;6.5;41.5;33.0;4.5;
2020-10-11;2020-10-11;5.5;14.0;37.0;6.5;
2020-10-12;2020-10-12;15.0;14.0;34.0;23.5;1.0
2020-10-13;2020-10-13;9.0;32.0;29.0;13.5;
2020-10-14;2020-10-14;11.0;18.5;30.0;16.5;
2020-10-15;2020-10-15;12.0;20.5;28.0;19.5;
2020-10-16;2020-10-16;18.5;28.0;32.0;22.0;1.0
2020-10-17;2020-10-17;21.0;38.5;37.0;23.0;1.0
2020-10-18;2020-10-18;29.0;44.5;29.0;25.5;1.0
2020-10-19;2020-10-19;25.5;47.0;23.0;21.5;1.0
2020-10-20;2020-10-20;10.0;50.5;27.0;14.5;
2020-10-21;2020-10-21;10.5;25.5;22.0;15.0;
2020-10-22;2020-10-22;10.0;30.5;27.0;17.0;
2020-10-23;2020-10-23;12.5;29.0;28.0;15.5;1.0
2020-10-24;2020-10-24;7.5;36.0;26.0;7.5;1.0
2020-10-25;2020-10-25;6.5;24.5;28.0;12.0;1.0
2020-10-26;2020-10-26;9.5;16.5;27.0;14.5;2.0
2020-10-27;2020-10-27;17.0;25.0;11.0;21.0;1.0
2020-10-28;2020-10-28;20.5;41.5;14.0;22.5;1.0
2020-10-29;2020-10-29;24.0;57.5;16.0;26.5;1.0
2020-10-30;2020-10-30;21.5;61.5;24.0;23.0;1.0
2020-10-31;2020-10-31;27.0;56.0;26.0;24.0;1.0
2020-11-01;2020-11-01;26.0;73.0;19.0;21.5;1.0
2020-11-02;2020-11-02;16.5;71.5;23.0;19.0;1.0
2020-11-03;2020-11-03;6.0;46.0;23.0;12.5;1.0
2020-11-04;2020-11-04;8.0;17.0;19.0;18.0;1.0
2020-11-05;2020-11-05;50.5;27.0;20.0;14.0;1.0
2020-11-06;2020-11-06;12.0;57.5;28.0;12.0;
2020-11-07;2020-11-07;11.5;28.5;24.0;18.0;1.0
2020-11-08;2020-11-08;15.5;36.5;19.0;23.5;1.0
2020-11-09;2020-11-09;15.5;53.0;17.0;24.5;1.0
2020-11-10;2020-11-10;20.5;44.5;14.0;26.5;1.0
2020-11-11;2020-11-11;23.0;53.0;12.0;26.5;1.0
2020-11-12;2020-11-12;20.0;61.0;19.0;26.0;1.0
2020-11-13;2020-11-13;25.0;55.0;8.0;25.5;1.0
2020-11-14;2020-11-14;15.0;68.5;14.0;13.0;1.0
2020-11-15;2020-11-15;16.5;47.5;15.0;23.0;1.0
2020-11-16;2020-11-16;24.5;46.5;7.0;23.5;2.0
2020-11-17;2020-11-17;26.0;62.0;8.0;24.0;1.0
2020-11-18;2020-11-18;21.5;65.5;17.0;20.0;2.0
2020-11-19;2020-11-19;9.5;53.0;22.0;21.0;1.0
2020-11-20;2020-11-20;12.5;22.0;22.0;21.0;1.0
2020-11-21;2020-11-21;18.0;36.5;19.0;23.5;1.0
2020-11-22;2020-11-22;26.0;49.5;9.0;30.0;1.0
2020-11-23;2020-11-23;29.0;61.5;9.0;30.5;2.0
2020-11-24;2020-11-24;31.5;70.0;14.0;28.5;2.0
2020-11-25;2020-11-25;18.0;72.0;22.0;23.0;1.0
2020-11-26;2020-11-26;11.5;48.5;16.0;24.5;1.0
2020-11-27;2020-11-27;13.0;32.5;20.0;18.0;1.0
2020-11-28;2020-11-28;15.5;41.5;18.0;18.0;1.0
2020-11-29;2020-11-29;15.5;51.0;13.0;24.5;1.0
2020-11-30;2020-11-30;14.0;41.0;17.0;25.0;1.0
2020-12-01;2020-12-01;10.0;35.0;27.0;20.0;1.0
2020-12-02;2020-12-02;14.0;25.0;25.0;23.0;1.0
2020-12-03;2020-12-03;8.0;36.0;27.0;14.5;1.0
2020-12-04;2020-12-04;5.5;19.0;26.0;9.5;1.0
2020-12-05;2020-12-05;6.5;16.0;27.0;8.0;1.0
2020-12-06;2020-12-06;7.5;15.5;30.0;7.0;1.0
2020-12-07;2020-12-07;5.0;20.5;29.0;6.5;1.0
2020-12-08;2020-12-08;7.5;14.0;27.0;16.5;1.0
2020-12-09;2020-12-09;9.0;20.5;24.0;13.0;1.0
2020-12-10;2020-12-10;8.5;22.0;30.0;8.5;1.0
2020-12-11;2020-12-11;10.5;24.5;31.0;8.5;1.0
2020-12-12;2020-12-12;16.5;22.5;16.0;18.0;1.0
2020-12-13;2020-12-13;20.0;43.5;15.0;22.0;1.0
2020-12-14;2020-12-14;8.5;51.0;27.0;16.0;1.0
2020-12-15;2020-12-15;15.0;22.0;14.0;26.0;1.0
2020-12-16;2020-12-16;19.0;36.5;11.0;27.0;2.0
2020-12-17;2020-12-17;26.5;53.0;3.0;28.0;1.5
2020-12-18;2020-12-18;15.5;68.5;16.0;16.5;1.0
2020-12-19;2020-12-19;14.0;52.0;18.0;16.5;1.0
2020-12-20;2020-12-20;22.0;41.5;9.0;22.5;1.5
2020-12-21;2020-12-21;24.0;54.0;3.0;23.0;1.0
2020-12-22;2020-12-22;19.5;58.5;21.0;21.5;1.0
2020-12-23;2020-12-23;15.0;52.0;20.0;14.5;1.0
2020-12-24;2020-12-24;5.5;46.0;24.0;9.0;1.0
2020-12-25;2020-12-25;11.5;18.5;21.0;20.5;1.0
2020-12-26;2020-12-26;13.0;33.0;21.0;18.5;1.0
2020-12-27;2020-12-27;6.0;42.5;26.0;9.0;1.0
2020-12-28;2020-12-28;8.0;15.0;17.0;13.0;2.5
2020-12-29;2020-12-29;5.0;17.0;29.0;12.0;1.0
2020-12-30;2020-12-30;8.0;15.0;24.0;15.0;1.0
2020-12-31;2020-12-31;4.0;27.0;29.0;8.0;1.0
