Fecha,Estado_Actual,findesemana
2018-01-01,1.5016106301590497,0
2018-01-02,1.855360997841209,0
2018-01-03,1.9146625914903885,0
2018-01-04,1.9175872208535325,0
2018-01-05,1.9331711273317114,0
2018-01-06,1.6747435443933498,1
2018-01-07,1.6262537392222418,1
2018-01-08,1.9458938749297583,0
2018-01-09,1.9670284828205338,0
2018-01-10,2.004945678611967,0
2018-01-11,2.0049051141846252,0
2018-01-12,2.0526491726558582,0
2018-01-13,1.7597163629835741,1
2018-01-14,1.5753141999624836,1
2018-01-15,1.9759966072943171,0
2018-01-16,2.0001666111296235,0
2018-01-17,1.9902104747919727,0
2018-01-18,2.019985376553741,0
2018-01-19,2.008444375581035,0
2018-01-20,1.8024934900970568,1
2018-01-21,1.6135488192932508,1
2018-01-22,1.957565002700409,0
2018-01-23,1.9981309866832802,0
2018-01-24,2.004802927498666,0
2018-01-25,2.022121472680372,0
2018-01-26,2.14540059347181,0
2018-01-27,1.7412705090450147,1
2018-01-28,1.5902096557030199,1
2018-01-29,1.9795175624206518,0
2018-01-30,1.997247935951964,0
2018-01-31,2.0158782666225603,0
2018-02-01,2.0702639099008238,0
2018-02-02,2.070391061452514,0
2018-02-03,1.7490497581202489,1
2018-02-04,1.5904957465532414,1
2018-02-05,2.0471000079560824,0
2018-02-06,2.0114493884985687,0
2018-02-07,2.0310917166679654,0
2018-02-08,2.0680778475614483,0
2018-02-09,2.0980200989950504,0
2018-02-10,1.7459114139693357,1
2018-02-11,1.6472970427575815,1
2018-02-12,2.051449444314914,0
2018-02-13,2.010248361185486,0
2018-02-14,2.0078451009848104,0
2018-02-15,2.0398197460057355,0
2018-02-16,2.0780228758169934,0
2018-02-17,1.7655120228686734,1
2018-02-18,1.619597086919512,1
2018-02-19,2.020827722416734,0
2018-02-20,2.0218036072144288,0
2018-02-21,2.0379257530450006,0
2018-02-22,2.016348572274005,0
2018-02-23,2.104126679462572,0
2018-02-24,1.8120564415128997,1
2018-02-25,1.6860789071627573,1
2018-02-26,2.0590004627487275,0
2018-02-27,2.022955523672884,0
2018-02-28,1.9274399196352678,0
2018-03-01,2.131053701890487,0
2018-03-02,2.2022258862324815,0
2018-03-03,1.8075689016865488,1
2018-03-04,1.6631851372585267,1
2018-03-05,2.043247791333614,0
2018-03-06,2.0430552177085866,0
2018-03-07,2.0874258780599058,0
2018-03-08,2.111347941000938,0
2018-03-09,2.089819402269458,0
2018-03-10,1.8043231935849386,1
2018-03-11,1.945907346246541,1
2018-03-12,2.016988143691382,0
2018-03-13,2.004737433756223,0
2018-03-14,2.073034616628923,0
2018-03-15,2.0635858234885336,0
2018-03-16,2.082513792276325,0
2018-03-17,1.8355567413731768,1
2018-03-18,1.6930096904694703,1
2018-03-19,2.03157271034366,0
2018-03-20,2.0879707029695087,0
2018-03-21,2.0351796975913685,0
2018-03-22,2.055507711579112,0
2018-03-23,2.1355944460514897,0
2018-03-24,1.7503766061143111,1
2018-03-25,1.6467878486055776,1
2018-03-26,1.9246343341031562,0
2018-03-27,1.8859569648924122,0
2018-03-28,1.920242914979757,0
2018-03-29,1.8044298288035594,0
2018-03-30,1.50512715340443,0
2018-03-31,1.5901203966005666,1
2018-04-01,1.585488569158796,1
2018-04-02,1.5605119518162995,0
2018-04-03,1.981260647359455,0
2018-04-04,2.059479553903346,0
2018-04-05,2.0621792487913724,0
2018-04-06,2.1483691653723533,0
2018-04-07,1.7694290624403284,1
2018-04-08,1.6075394506136762,1
2018-04-09,2.0330100391356134,0
2018-04-10,2.0490129913953097,0
2018-04-11,2.130498414505244,0
2018-04-12,2.069250689165483,0
2018-04-13,2.123416393992785,0
2018-04-14,1.8440453686200378,1
2018-04-15,1.8017841213202497,1
2018-04-16,2.0424725665114076,0
2018-04-17,2.0848745882949076,0
2018-04-18,2.0993208150219735,0
2018-04-19,2.0679315999063013,0
2018-04-20,2.115071824884092,0
2018-04-21,1.802956465237167,1
2018-04-22,1.71268758526603,1
2018-04-23,2.101805674978504,0
2018-04-24,2.046545768566494,0
2018-04-25,2.0976450315910395,0
2018-04-26,2.1241863217516275,0
2018-04-27,2.2069467175850153,0
2018-04-28,1.754290959155576,1
2018-04-29,1.5645661157024793,1
2018-04-30,1.8993246426888644,0
2018-05-01,1.5541616885702907,0
2018-05-02,2.0843804457488764,0
2018-05-03,2.1256495040151155,0
2018-05-04,2.1415852505515285,0
2018-05-05,1.8386007977907333,1
2018-05-06,1.837100737100737,1
2018-05-07,2.0891104294478526,0
2018-05-08,2.0881249454672366,0
2018-05-09,2.091723906852069,0
2018-05-10,2.1302711487468993,0
2018-05-11,2.1987242394504416,0
2018-05-12,1.8590768671633655,1
2018-05-13,1.7041759053954175,1
2018-05-14,2.0608520900321543,0
2018-05-15,2.0666727471725648,0
2018-05-16,2.1209478361033405,0
2018-05-17,2.0994315697420203,0
2018-05-18,2.141871675531915,0
2018-05-19,1.809377664109122,1
2018-05-20,1.6735869764038778,1
2018-05-21,1.6505587911223045,0
2018-05-22,2.1109447640059886,0
2018-05-23,2.141532756489493,0
2018-05-24,2.151433415536375,0
2018-05-25,2.2007324330510416,0
2018-05-26,1.8466127318787284,1
2018-05-27,1.71997585998793,1
2018-05-28,2.145029374496026,0
2018-05-29,2.1572781655034894,0
2018-05-30,2.102597402597403,0
2018-05-31,2.1975995635570102,0
2018-06-01,2.2004206359025114,0
2018-06-02,1.8555435774110622,1
2018-06-03,1.735566963883635,1
2018-06-04,2.1111437812408114,0
2018-06-05,2.036919938806731,0
2018-06-06,2.1205209091644424,0
2018-06-07,2.151744141668575,0
2018-06-08,2.133417953599887,0
2018-06-09,1.8602244570762279,1
2018-06-10,1.701376572924584,1
2018-06-11,2.110310763531591,0
2018-06-12,2.0632148055728843,0
2018-06-13,2.053856562922869,0
2018-06-14,2.1568553930758654,0
2018-06-15,2.1986375501368816,0
2018-06-16,1.8326690286389136,1
2018-06-17,1.7004756913649923,1
2018-06-18,2.083472565661966,0
2018-06-19,2.1944349020955,0
2018-06-20,2.1127247579529738,0
2018-06-21,2.167645729778581,0
2018-06-22,2.1934238643413524,0
2018-06-23,1.6716465863453815,1
2018-06-24,1.5715525470797536,1
2018-06-25,2.0769428223063593,0
2018-06-26,2.1058435286542174,0
2018-06-27,2.1414767810787425,0
2018-06-28,2.1588478446296175,0
2018-06-29,2.220536689076596,0
2018-06-30,1.8312172232956114,1
2018-07-01,1.7150040078699993,1
2018-07-02,2.072269140246435,0
2018-07-03,2.1188845804801586,0
2018-07-04,2.135559921414538,0
2018-07-05,2.136316720731348,0
2018-07-06,2.1402786573780874,0
2018-07-07,1.7656365518261126,1
2018-07-08,1.6372072853425845,1
2018-07-09,2.0677302186453956,0
2018-07-10,2.0781784841075797,0
2018-07-11,2.1416873811960815,0
2018-07-12,2.14843426679542,0
2018-07-13,2.1426766790651977,0
2018-07-14,1.7712916722904575,1
2018-07-15,1.672079177298384,1
2018-07-16,2.089270199826238,0
2018-07-17,2.115606936416185,0
2018-07-18,2.1411313892316683,0
2018-07-19,2.1385561061280813,0
2018-07-20,2.1612804504835355,0
2018-07-21,1.7504403093651888,1
2018-07-22,1.6312616366699175,1
2018-07-23,2.0936517442730946,0
2018-07-24,2.0576820839978733,0
2018-07-25,2.031392847539661,0
2018-07-26,2.007880220646178,0
2018-07-27,2.155536282162475,0
2018-07-28,1.775244964616222,1
2018-07-29,1.7410691448546338,1
2018-07-30,2.0640426084697325,0
2018-07-31,2.043592330978809,0
2018-08-01,2.0448354908306365,0
2018-08-02,1.957180017341426,0
2018-08-03,1.9701981929466628,0
2018-08-04,1.559972267159695,1
2018-08-05,1.583468811499957,1
2018-08-06,1.8116457858769932,0
2018-08-07,1.8085772421349193,0
2018-08-08,1.8425562299178864,0
2018-08-09,1.831791483113069,0
2018-08-10,1.8153086419753086,0
2018-08-11,1.6248158200853045,1
2018-08-12,1.5661694700095208,1
2018-08-13,1.77379010331702,0
2018-08-14,1.7647633425095461,0
2018-08-15,1.6025438457892243,0
2018-08-16,1.7774592742781234,0
2018-08-17,1.80749063670412,0
2018-08-18,1.6555992596020361,1
2018-08-19,1.5706859532150526,1
2018-08-20,1.7390365448504983,0
2018-08-21,1.730352863399719,0
2018-08-22,1.7490353008432185,0
2018-08-23,1.7472984871528057,0
2018-08-24,1.782934248498557,0
2018-08-25,1.559752164318452,1
2018-08-26,1.5147058823529411,1
2018-08-27,1.8134744789102248,0
2018-08-28,1.8366811080477878,0
2018-08-29,1.862663769833432,0
2018-08-30,1.8691483734461782,0
2018-08-31,1.9404161819826806,0
2018-09-01,1.6841837845684837,1
2018-09-02,1.664046889569735,1
2018-09-03,1.991883331133694,0
2018-09-04,2.000888296691095,0
2018-09-05,2.030267753201397,0
2018-09-06,2.0899213850366576,0
2018-09-07,2.0785820309089322,0
2018-09-08,1.711744680851064,1
2018-09-09,1.5758517367661746,1
2018-09-10,1.8998688954441167,0
2018-09-11,1.7807558295363173,0
2018-09-12,2.1243641912512716,0
2018-09-13,2.16320933830251,0
2018-09-14,2.1705166224442016,0
2018-09-15,1.7332269786404324,1
2018-09-16,1.6855779879035693,1
2018-09-17,2.0787841191067,0
2018-09-18,2.168807595643675,0
2018-09-19,2.043129913889929,0
2018-09-20,2.117356485293017,0
2018-09-21,2.160067226890756,0
2018-09-22,1.8207744215938304,1
2018-09-23,1.6638722202612073,1
2018-09-24,1.6310958118187033,0
2018-09-25,2.1094158953080115,0
2018-09-26,2.1002046384720328,0
2018-09-27,2.1356269018195366,0
2018-09-28,2.230963623063111,0
2018-09-29,1.9028207774337804,1
2018-09-30,1.700331259594409,1
2018-10-01,2.0690977548459073,0
2018-10-02,2.1630291692648793,0
2018-10-03,2.1165826843792948,0
2018-10-04,2.133487209078669,0
2018-10-05,2.183798242262132,0
2018-10-06,1.8499802293396599,1
2018-10-07,1.7193737095664143,1
2018-10-08,2.1159690920798453,0
2018-10-09,2.1624574347332577,0
2018-10-10,2.176887801895445,0
2018-10-11,2.195494522450239,0
2018-10-12,1.6927382217499114,0
2018-10-13,1.711160029350944,1
2018-10-14,1.6617012936103488,1
2018-10-15,2.0812789172018507,0
2018-10-16,2.095203854174157,0
2018-10-17,2.1056936143441334,0
2018-10-18,2.0907003444316876,0
2018-10-19,2.2051248357424442,0
2018-10-20,1.8969049694856146,1
2018-10-21,1.6666666666666667,1
2018-10-22,2.0878602491339278,0
2018-10-23,2.105110466413747,0
2018-10-24,2.125072843822844,0
2018-10-25,2.0608006558272987,0
2018-10-26,2.1487526947951956,0
2018-10-27,1.8713504961886955,1
2018-10-28,1.6072222222222223,1
2018-10-29,2.0966771598461,0
2018-10-30,2.1546236688526563,0
2018-10-31,2.3203329837441005,0
2018-11-01,1.6907919957065092,0
2018-11-02,1.9424252603291905,0
2018-11-03,1.745800395256917,1
2018-11-04,1.6163612163407393,1
2018-11-05,2.0172442799461643,0
2018-11-06,2.0842347686509877,0
2018-11-07,2.1094171528954138,0
2018-11-08,2.0702822357498616,0
2018-11-09,2.209562270137737,0
2018-11-10,1.8763379035824856,1
2018-11-11,1.7444180911098388,1
2018-11-12,2.0374931205283433,0
2018-11-13,2.061510491629422,0
2018-11-14,2.0668976377952757,0
2018-11-15,2.1879745961618116,0
2018-11-16,2.1240864315220844,0
2018-11-17,1.8142639851275983,1
2018-11-18,1.6513409961685823,1
2018-11-19,2.0617223198594026,0
2018-11-20,2.0978203083466243,0
2018-11-21,2.100465313028765,0
2018-11-22,2.094699182242991,0
2018-11-23,2.2115047351806383,0
2018-11-24,1.9240918437285812,1
2018-11-25,1.6854048964218455,1
2018-11-26,2.0988457665194824,0
2018-11-27,2.0748003922117944,0
2018-11-28,2.110087751105954,0
2018-11-29,2.157151819322459,0
2018-11-30,2.178099480326652,0
2018-12-01,1.9077764751856194,1
2018-12-02,1.7224537876042043,1
2018-12-03,2.0941504598221017,0
2018-12-04,2.1051563931422588,0
2018-12-05,2.1720544449170567,0
2018-12-06,1.6579533272862208,0
2018-12-07,1.940621452894438,0
2018-12-08,1.7127106141781194,1
2018-12-09,1.639973636513429,1
2018-12-10,2.091964937910884,0
2018-12-11,2.120158606528358,0
2018-12-12,2.1027405753968256,0
2018-12-13,2.202227266278905,0
2018-12-14,2.1863535385591875,0
2018-12-15,1.9467608654513342,1
2018-12-16,1.7075258775001945,1
2018-12-17,2.14247311827957,0
2018-12-18,2.129609084382954,0
2018-12-19,2.220096008417176,0
2018-12-20,2.3331109763493028,0
2018-12-21,1.9278959018042794,0
2018-12-22,1.890015479876161,1
2018-12-23,1.7366048647729206,1
2018-12-24,1.9348271718385524,0
2018-12-25,1.7170918575271008,0
2018-12-26,1.7276463745637844,0
2018-12-27,1.8073043266893534,0
2018-12-28,1.9361939808121962,0
2018-12-29,1.7192477126397832,1
2018-12-30,1.6461387200572042,1
2018-12-31,1.8081654214776244,0
2019-01-01,1.548745774773172,0
2019-01-02,1.9199233151452588,0
2019-01-03,1.9477143710785778,0
2019-01-04,1.9773457943925234,0
2019-01-05,1.7578288100208768,1
2019-01-06,1.7732992887105599,1
2019-01-07,1.9725819698022617,0
2019-01-08,1.998187521784594,0
2019-01-09,2.011926673047191,0
2019-01-10,2.0538128903836914,0
2019-01-11,2.1260472488489697,0
2019-01-12,1.8214936247723132,1
2019-01-13,1.6506888633754306,1
2019-01-14,2.0061660284286362,0
2019-01-15,2.033333333333333,0
2019-01-16,2.0262119692410563,0
2019-01-17,2.033910034602076,0
2019-01-18,2.10665451230629,0
2019-01-19,1.8666713820908192,1
2019-01-20,1.676669370100027,1
2019-01-21,2.0897567409144195,0
2019-01-22,2.1220247295208656,0
2019-01-23,2.098592765259432,0
2019-01-24,2.0131291028446388,0
2019-01-25,2.080452690738317,0
2019-01-26,1.8001503257056957,1
2019-01-27,1.6100099556520953,1
2019-01-28,2.0314601145513405,0
2019-01-29,1.9998021956285235,0
2019-01-30,2.012920973657886,0
2019-01-31,2.0410356619443086,0
2019-02-01,2.078409513192122,0
2019-02-02,1.771324354657688,1
2019-02-03,1.6279306829765545,1
2019-02-04,1.9899296675191815,0
2019-02-05,2.0038467834342772,0
2019-02-06,2.0350372376438726,0
2019-02-07,2.018253370174998,0
2019-02-08,2.070527097253155,0
2019-02-09,1.7505640285172819,1
2019-02-10,1.6754737123031758,1
2019-02-11,1.9836460538804117,0
2019-02-12,2.0294566544566544,0
2019-02-13,2.0057450099432863,0
2019-02-14,2.101550574435607,0
2019-02-15,2.065877469444231,0
2019-02-16,1.8204081632653062,1
2019-02-17,1.6007275587454528,1
2019-02-18,1.9932028075360178,0
2019-02-19,1.991589872058692,0
2019-02-20,2.035747663551402,0
2019-02-21,1.9327003165084125,0
2019-02-22,2.116207716499195,0
2019-02-23,1.8018264060766407,1
2019-02-24,1.6637362637362638,1
2019-02-25,2.0613986125508332,0
2019-02-26,2.076737062711591,0
2019-02-27,2.0986035686578743,0
2019-02-28,2.1062844542447627,0
2019-03-01,2.072333152047238,0
2019-03-02,1.7251810822326374,1
2019-03-03,1.6099474106426597,1
2019-03-04,1.993042190969652,0
2019-03-05,2.0203509928318364,0
2019-03-06,2.011310511235108,0
2019-03-07,2.135351052389,0
2019-03-08,2.1563747358534866,0
2019-03-09,1.8024967393329607,1
2019-03-10,1.8177364527094582,1
2019-03-11,2.0195326761591823,0
2019-03-12,2.0482538643984625,0
2019-03-13,2.0410867013248364,0
2019-03-14,2.055331654072208,0
2019-03-15,2.1432191612850486,0
2019-03-16,1.801123595505618,1
2019-03-17,1.6416714367487122,1
2019-03-18,2.013420594814017,0
2019-03-19,2.066231491800669,0
2019-03-20,2.072662440570523,0
2019-03-21,2.065009715025907,0
2019-03-22,2.0759731763166505,0
2019-03-23,1.775375765448135,1
2019-03-24,1.6693230659025788,1
2019-03-25,2.0065958815958815,0
2019-03-26,1.9973610967941449,0
2019-03-27,2.016128574268109,0
2019-03-28,2.04096767025886,0
2019-03-29,2.0989857899907296,0
2019-03-30,1.8289900306051332,1
2019-03-31,1.627220968954775,1
2019-04-01,2.0118432233394703,0
2019-04-02,2.0299990082972466,0
2019-04-03,2.066722241816025,0
2019-04-04,2.092820212662179,0
2019-04-05,2.1001801280195567,0
2019-04-06,1.8968726259812612,1
2019-04-07,1.7157479668117965,1
2019-04-08,2.0544625683432534,0
2019-04-09,2.0577628216320893,0
2019-04-10,2.0418596418773416,0
2019-04-11,2.0738800847584087,0
2019-04-12,2.093698684905687,0
2019-04-13,1.7367167583523413,1
2019-04-14,1.5735869695260558,1
2019-04-15,1.9175610970377637,0
2019-04-16,1.9249805447470818,0
2019-04-17,1.8919686316928068,0
2019-04-18,1.7917441050063887,0
2019-04-19,1.4464735402286357,0
2019-04-20,1.5205949256342957,1
2019-04-21,1.4780355734060102,1
2019-04-22,1.5525899668108916,0
2019-04-23,2.1071734701046863,0
2019-04-24,2.0814115151428285,0
2019-04-25,2.07091605043285,0
2019-04-26,2.151740748850449,0
2019-04-27,1.8215247455461059,1
2019-04-28,1.6344928956393925,1
2019-04-29,2.1245421746023068,0
2019-04-30,2.1548124486137508,0
2019-05-01,1.6584147843942505,0
2019-05-02,2.064861503521555,0
2019-05-03,2.245357496507101,0
2019-05-04,1.8506237307803888,1
2019-05-05,1.7175610003894544,1
2019-05-06,2.039596368963676,0
2019-05-07,2.0152091831319088,0
2019-05-08,2.022919422557083,0
2019-05-09,2.08372073659816,0
2019-05-10,2.1757786831383887,0
2019-05-11,1.7943070789093192,1
2019-05-12,1.6823253172910175,1
2019-05-13,2.058345593595504,0
2019-05-14,2.0639477167438782,0
2019-05-15,2.1142019362045428,0
2019-05-16,2.0861196307431973,0
2019-05-17,2.1826106540545553,0
2019-05-18,1.8473433252625482,1
2019-05-19,1.6766638406104282,1
2019-05-20,2.0787002310300338,0
2019-05-21,2.048753486499698,0
2019-05-22,2.0370037064718356,0
2019-05-23,2.0856486923810973,0
2019-05-24,2.28888058107242,0
2019-05-25,1.765070804414777,1
2019-05-26,1.644799119427628,1
2019-05-27,2.030753315150945,0
2019-05-28,2.0618429881458287,0
2019-05-29,2.0889876305992554,0
2019-05-30,2.1459662837694107,0
2019-05-31,2.218683030069083,0
2019-06-01,1.8107554495704545,1
2019-06-02,1.639895291321385,1
2019-06-03,2.0705904798244776,0
2019-06-04,2.0894980962270684,0
2019-06-05,2.0843917202615794,0
2019-06-06,2.113512847540692,0
2019-06-07,2.2007921267402786,0
2019-06-08,1.7716257783779727,1
2019-06-09,1.5423471074380166,1
2019-06-10,1.5888175985334556,0
2019-06-11,2.201358375692829,0
2019-06-12,2.131328542176898,0
2019-06-13,2.114969758731587,0
2019-06-14,2.150674445001716,0
2019-06-15,1.8075998075998077,1
2019-06-16,1.6686679402043725,1
2019-06-17,2.0729796032802974,0
2019-06-18,2.098644169112053,0
2019-06-19,2.1279154569097187,0
2019-06-20,2.1359483588849266,0
2019-06-21,2.1539521043672605,0
2019-06-22,1.7350546374319697,1
2019-06-23,1.497375498169329,1
2019-06-24,1.51151147854155,0
2019-06-25,2.0996530606880963,0
2019-06-26,2.114484000847637,0
2019-06-27,2.1888463483348986,0
2019-06-28,2.1924012279232947,0
2019-06-29,1.7757845563577255,1
2019-06-30,1.632772539594503,1
2019-07-01,2.099637220385269,0
2019-07-02,2.0747269441315908,0
2019-07-03,2.1050121526637326,0
2019-07-04,2.1344733723186726,0
2019-07-05,2.149499303493048,0
2019-07-06,1.718043636771552,1
2019-07-07,1.6096331816377019,1
2019-07-08,2.0510626813305444,0
2019-07-09,2.06147939661993,0
2019-07-10,2.085976573211977,0
2019-07-11,2.094184433307851,0
2019-07-12,2.1428145420599525,0
2019-07-13,1.7320013729584394,1
2019-07-14,1.6690296034889276,1
2019-07-15,2.0570100350304212,0
2019-07-16,2.060604469874933,0
2019-07-17,2.1191016395213786,0
2019-07-18,2.094295372359939,0
2019-07-19,2.111225809823727,0
2019-07-20,1.6880052042963127,1
2019-07-21,1.5598144416850195,1
2019-07-22,1.9855605002789913,0
2019-07-23,2.0034517629609656,0
2019-07-24,2.0276587510021287,0
2019-07-25,2.0736582911911885,0
2019-07-26,2.0559356242300333,0
2019-07-27,1.7017575457397152,1
2019-07-28,1.5738832165926686,1
2019-07-29,1.9641168400442213,0
2019-07-30,1.978917184406363,0
2019-07-31,1.9910616363237552,0
2019-08-01,1.9720234565460895,0
2019-08-02,1.9416915370557841,0
2019-08-03,1.6296791820409542,1
2019-08-04,1.5690314796882194,1
2019-08-05,1.794867334787321,0
2019-08-06,1.7907654921020657,0
2019-08-07,1.8128273150884524,0
2019-08-08,1.7866456955422918,0
2019-08-09,1.7718636790554139,0
2019-08-10,1.561243171415916,1
2019-08-11,1.4740617373524174,1
2019-08-12,1.7047081359007965,0
2019-08-13,1.6889671526189507,0
2019-08-14,1.700205281846427,0
2019-08-15,1.5296260467366003,0
2019-08-16,1.6522439681635714,0
2019-08-17,1.5696638315107332,1
2019-08-18,1.5274110150060878,1
2019-08-19,1.6863450855912028,0
2019-08-20,1.7017661337574286,0
2019-08-21,1.6996589869416951,0
2019-08-22,1.692251502287888,0
2019-08-23,1.7089729104086864,0
2019-08-24,1.5233414466704114,1
2019-08-25,1.4878843412746894,1
2019-08-26,1.7651979845555616,0
2019-08-27,1.8036078965282505,0
2019-08-28,1.8169419402354032,0
2019-08-29,1.8025667896467075,0
2019-08-30,1.8515237564707,0
2019-08-31,1.5936891665534882,1
2019-09-01,1.5182217070949582,1
2019-09-02,1.9496597523981307,0
2019-09-03,1.958654824055868,0
2019-09-04,1.9700508103493384,0
2019-09-05,2.0122661122661123,0
2019-09-06,2.0551967116852614,0
2019-09-07,1.6692439364047813,1
2019-09-08,1.5851724911111822,1
2019-09-09,2.00757923128793,0
2019-09-10,2.1287381179090747,0
2019-09-11,1.6410686671272992,0
2019-09-12,2.078552006372051,0
2019-09-13,2.081181479214202,0
2019-09-14,1.7299648316945382,1
2019-09-15,1.5859332760868874,1
2019-09-16,2.0284294558488107,0
2019-09-17,2.0556520345186886,0
2019-09-18,2.0669387433730515,0
2019-09-19,2.0855882391443794,0
2019-09-20,2.157401380028642,0
2019-09-21,1.7438256454847623,1
2019-09-22,1.6709522598690483,1
2019-09-23,1.943092881967474,0
2019-09-24,1.597217514332454,0
2019-09-25,2.1126025038460994,0
2019-09-26,2.1107080598851518,0
2019-09-27,2.155563539314309,0
2019-09-28,1.7906332131726723,1
2019-09-29,1.6666114757059425,1
2019-09-30,2.0823826832857484,0
2019-10-01,2.060431495277924,0
2019-10-02,2.1188370988175675,0
2019-10-03,2.1170632043761946,0
2019-10-04,2.170209977193488,0
2019-10-05,1.8216284733596342,1
2019-10-06,1.7628003411463695,1
2019-10-07,2.04810369403333,0
2019-10-08,2.0609445886764743,0
2019-10-09,2.098395304380604,0
2019-10-10,2.08570161016728,0
2019-10-11,2.1009642950221528,0
2019-10-12,1.7494231788933634,1
2019-10-13,1.623301961843863,1
2019-10-14,2.2092591588987642,0
2019-10-15,2.0062560279435915,0
2019-10-16,2.04477166874929,0
2019-10-17,1.9883900516589446,0
2019-10-18,2.0136129449022357,0
2019-10-19,1.6904007627718143,1
2019-10-20,1.5963222146864788,1
2019-10-21,2.0330472293214754,0
2019-10-22,2.099204258010118,0
2019-10-23,2.0463608960842308,0
2019-10-24,2.088882169666215,0
2019-10-25,2.1517363092315653,0
2019-10-26,1.8488793298618973,1
2019-10-27,1.7355483423903133,1
2019-10-28,2.0440559755895924,0
2019-10-29,2.093545729195276,0
2019-10-30,2.1219369338691005,0
2019-10-31,2.2105970460831896,0
2019-11-01,1.5823742090991262,0
2019-11-02,1.7182196886647665,1
2019-11-03,1.6618005986645177,1
2019-11-04,2.088632676400968,0
2019-11-05,2.12974314068885,0
2019-11-06,2.1066116801915657,0
2019-11-07,2.108015717092338,0
2019-11-08,2.131020461699895,0
2019-11-09,1.8772628065220183,1
2019-11-10,1.7133518472291562,1
2019-11-11,2.0707881983058063,0
2019-11-12,2.1233888714240803,0
2019-11-13,2.0953663067768775,0
2019-11-14,2.1732456736124317,0
2019-11-15,2.16932059447983,0
2019-11-16,1.8199008203179312,1
2019-11-17,1.7004414578656342,1
2019-11-18,2.045470725501312,0
2019-11-19,2.084464730076458,0
2019-11-20,2.006365618625589,0
2019-11-21,2.045608792190926,0
2019-11-22,2.1726053714448903,0
2019-11-23,1.8184928683320967,1
2019-11-24,1.6252831763443425,1
2019-11-25,2.0444307028392497,0
2019-11-26,2.041148260722729,0
2019-11-27,2.053212294193821,0
2019-11-28,2.075071421013649,0
2019-11-29,2.178414463821227,0
2019-11-30,1.9011336998094508,1
2019-12-01,1.7145779973629571,1
2019-12-02,2.0289348597442594,0
2019-12-03,2.0485610571398727,0
2019-12-04,2.238660864792818,0
2019-12-05,2.220855165275891,0
2019-12-06,1.6447768650904442,0
2019-12-07,1.7201104146299384,1
2019-12-08,1.6374708993077505,1
2019-12-09,2.0493336450783257,0
2019-12-10,2.0809277142931513,0
2019-12-11,2.1204276338047228,0
2019-12-12,2.1301201406147388,0
2019-12-13,2.1536260029641743,0
2019-12-14,1.8588922329292874,1
2019-12-15,1.7313588190764573,1
2019-12-16,2.056597172732809,0
2019-12-17,2.14904767991819,0
2019-12-18,2.1050292119464227,0
2019-12-19,2.177789391168017,0
2019-12-20,2.2112463079945166,0
2019-12-21,1.8492557547587427,1
2019-12-22,1.6790980820946246,1
2019-12-23,2.078877217060811,0
2019-12-24,1.8953483686380914,0
2019-12-25,1.6800704529593566,0
2019-12-26,1.6908300506913165,0
2019-12-27,1.8792447865272022,0
2019-12-28,1.6775680799724233,1
2019-12-29,1.5674796747967479,1
2019-12-30,1.8951038538849045,0
2019-12-31,1.8043715410813113,0
